model_type,preproc_type,tuning_type,metric,estimator,n_folds,best_fold,mean,min,max,sd,range,model_cat,preproc_cat,metric_cat,metric_cat_short,model_pre_label,model_pre_order,model_pre_cat,model_pre_cat_rev
logistic_elasticnet,nocounty,bayes_tune,kap,binary,5,2,0.5559515251423002,0.553501442475947,0.5587692461494359,0.002477301317978041,0.005267803673488891,Logistic (ElasticNet),No county,Kappa,Kappa,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,kap,binary,5,2,0.5613357449777295,0.5585145444507766,0.5642080737668644,0.002517933753695114,0.0056935293160877976,Logistic (ElasticNet),No contributing causes,Kappa,Kappa,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,kap,binary,5,2,0.5616950517545557,0.5588962193032471,0.5643739372283978,0.002339677012969812,0.005477717925150727,Logistic (ElasticNet),All covariates,Kappa,Kappa,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
xgboost,nocountynoucr,bayes_tune,mn_log_loss,binary,5,3,0.39985242872346805,0.3986942983822728,0.40077227426982004,9.133797260074504e-4,0.002077975887547212,XGBoost,"No county, no contributing cause",Log loss,Log loss,"XGBoost, No county, no contributing cause",1,"XGBoost, No county, no contributing cause","XGBoost, No county, no contributing cause"
xgboost,nocounty,bayes_tune,mn_log_loss,binary,5,3,0.39953371430766066,0.39768258185779254,0.4009197089738967,0.0013056537617066842,0.003237127116104188,XGBoost,No county,Log loss,Log loss,"XGBoost, No county",2,"XGBoost, No county","XGBoost, No county"
xgboost,noucr,bayes_tune,mn_log_loss,binary,5,5,0.40069917861996635,0.4001125110047577,0.40154264767553977,6.235367577699965e-4,0.0014301366707820673,XGBoost,No contributing causes,Log loss,Log loss,"XGBoost, No contributing causes",3,"XGBoost, No contributing causes","XGBoost, No contributing causes"
xgboost,naive,bayes_tune,mn_log_loss,binary,5,3,0.4014639875719824,0.3996354126450722,0.404042196695394,0.0017029437074714488,0.004406784050321799,XGBoost,All covariates,Log loss,Log loss,"XGBoost, All covariates",4,"XGBoost, All covariates","XGBoost, All covariates"
lightgbm,nocountynoucr,bayes_tune,mn_log_loss,binary,5,5,0.4049630182159992,0.4035315468777915,0.4063004653898127,0.001230623368555825,0.002768918512021157,LightGBM,"No county, no contributing cause",Log loss,Log loss,"LightGBM, No county, no contributing cause",5,"LightGBM, No county, no contributing cause","LightGBM, No county, no contributing cause"
lightgbm,nocounty,bayes_tune,mn_log_loss,binary,5,3,0.4047566210813658,0.40289286674452673,0.4057872938068372,0.001155695120326767,0.0028944270623104673,LightGBM,No county,Log loss,Log loss,"LightGBM, No county",6,"LightGBM, No county","LightGBM, No county"
lightgbm,noucr,bayes_tune,mn_log_loss,binary,5,3,0.40821711694003743,0.4069292470419545,0.4092974886466394,9.984234769014712e-4,0.0023682416046849064,LightGBM,No contributing causes,Log loss,Log loss,"LightGBM, No contributing causes",7,"LightGBM, No contributing causes","LightGBM, No contributing causes"
lightgbm,naive,bayes_tune,mn_log_loss,binary,5,5,0.4094502076360438,0.4080162300965265,0.4112277397033342,0.001274061868690159,0.0032115096068077165,LightGBM,All covariates,Log loss,Log loss,"LightGBM, All covariates",8,"LightGBM, All covariates","LightGBM, All covariates"
random_forest,nocountynoucr,bayes_tune,mn_log_loss,binary,5,1,0.41716138194394037,0.41349771015518655,0.42048648769120195,0.0027368198830428434,0.0069887775360154,Random Forest,"No county, no contributing cause",Log loss,Log loss,"Random Forest, No county, no contributing cause",9,"Random Forest, No county, no contributing cause","Random Forest, No county, no contributing cause"
random_forest,nocounty,bayes_tune,mn_log_loss,binary,5,5,0.41621374101007463,0.4149643491566434,0.41688240818297995,7.325833146666136e-4,0.0019180590263365715,Random Forest,No county,Log loss,Log loss,"Random Forest, No county",10,"Random Forest, No county","Random Forest, No county"
random_forest,noucr,bayes_tune,mn_log_loss,binary,5,4,0.4176211419542754,0.41661333611276996,0.41901681022055065,8.98711516658476e-4,0.00240347410778069,Random Forest,No contributing causes,Log loss,Log loss,"Random Forest, No contributing causes",11,"Random Forest, No contributing causes","Random Forest, No contributing causes"
random_forest,naive,bayes_tune,mn_log_loss,binary,5,5,0.4170775849462336,0.41453652616662284,0.4198746599468296,0.0020381202384520602,0.005338133780206755,Random Forest,All covariates,Log loss,Log loss,"Random Forest, All covariates",12,"Random Forest, All covariates","Random Forest, All covariates"
logistic_elasticnet,nocountynoucr,bayes_tune,mn_log_loss,binary,5,5,0.4589506725403057,0.4572224431994809,0.46061056832154673,0.0013024354021188903,0.0033881251220658215,Logistic (ElasticNet),"No county, no contributing cause",Log loss,Log loss,"Logistic (ElasticNet), No county, no contributing cause",13,"Logistic (ElasticNet), No county, no contributing cause","Logistic (ElasticNet), No county, no contributing cause"
logistic_elasticnet,nocounty,bayes_tune,mn_log_loss,binary,5,5,0.4588910883505792,0.4572386945297006,0.4606260300439527,0.001339973983941999,0.0033873355142520767,Logistic (ElasticNet),No county,Log loss,Log loss,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,mn_log_loss,binary,5,5,0.45525323402751205,0.45334166946767196,0.4570895147688966,0.0014136822716969658,0.0037478453012246282,Logistic (ElasticNet),No contributing causes,Log loss,Log loss,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,mn_log_loss,binary,5,5,0.45522430276768794,0.45320590034507074,0.4570900258803224,0.001473098852369177,0.003884125535251637,Logistic (ElasticNet),All covariates,Log loss,Log loss,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
xgboost,nocountynoucr,bayes_tune,bal_accuracy,binary,5,1,0.8184068180731743,0.8176964466326,0.8192908909412042,6.166409504015627e-4,0.001594444308604226,XGBoost,"No county, no contributing cause",Avg(sensitivity + specificity),Bal. Accu.,"XGBoost, No county, no contributing cause",1,"XGBoost, No county, no contributing cause","XGBoost, No county, no contributing cause"
xgboost,nocounty,bayes_tune,bal_accuracy,binary,5,2,0.8185137671321412,0.8171622204326974,0.8197961371498306,0.0011369324494525696,0.0026339167171332,XGBoost,No county,Avg(sensitivity + specificity),Bal. Accu.,"XGBoost, No county",2,"XGBoost, No county","XGBoost, No county"
xgboost,noucr,bayes_tune,bal_accuracy,binary,5,1,0.817687349429134,0.8168201641147945,0.8186343577702098,7.001931711862077e-4,0.0018141936554152416,XGBoost,No contributing causes,Avg(sensitivity + specificity),Bal. Accu.,"XGBoost, No contributing causes",3,"XGBoost, No contributing causes","XGBoost, No contributing causes"
xgboost,naive,bayes_tune,bal_accuracy,binary,5,2,0.8174847921911844,0.816407419092943,0.818676752226219,8.359129491308036e-4,0.0022693331332760414,XGBoost,All covariates,Avg(sensitivity + specificity),Bal. Accu.,"XGBoost, All covariates",4,"XGBoost, All covariates","XGBoost, All covariates"
lightgbm,nocountynoucr,bayes_tune,bal_accuracy,binary,5,1,0.815260213071263,0.8143371686975032,0.8162432897616518,7.532722738525918e-4,0.0019061210641486692,LightGBM,"No county, no contributing cause",Avg(sensitivity + specificity),Bal. Accu.,"LightGBM, No county, no contributing cause",5,"LightGBM, No county, no contributing cause","LightGBM, No county, no contributing cause"
lightgbm,nocounty,bayes_tune,bal_accuracy,binary,5,2,0.8155931071867519,0.8150803171571775,0.8162810331392467,6.015177180213585e-4,0.001200715982069167,LightGBM,No county,Avg(sensitivity + specificity),Bal. Accu.,"LightGBM, No county",6,"LightGBM, No county","LightGBM, No county"
lightgbm,noucr,bayes_tune,bal_accuracy,binary,5,1,0.8138601066060275,0.8130523509954231,0.8144481042588239,6.020603654084838e-4,0.0013957532634008007,LightGBM,No contributing causes,Avg(sensitivity + specificity),Bal. Accu.,"LightGBM, No contributing causes",7,"LightGBM, No contributing causes","LightGBM, No contributing causes"
lightgbm,naive,bayes_tune,bal_accuracy,binary,5,2,0.813348095729718,0.8124415380234216,0.8140952544871987,6.793065333839314e-4,0.0016537164637770996,LightGBM,All covariates,Avg(sensitivity + specificity),Bal. Accu.,"LightGBM, All covariates",8,"LightGBM, All covariates","LightGBM, All covariates"
random_forest,nocountynoucr,bayes_tune,bal_accuracy,binary,5,2,0.8133767118634979,0.811984896207768,0.8144904451910606,9.306074297019829e-4,0.0025055489832925826,Random Forest,"No county, no contributing cause",Avg(sensitivity + specificity),Bal. Accu.,"Random Forest, No county, no contributing cause",9,"Random Forest, No county, no contributing cause","Random Forest, No county, no contributing cause"
random_forest,nocounty,bayes_tune,bal_accuracy,binary,5,2,0.8134755099858098,0.8124924196329816,0.8143630617216686,8.537516738281396e-4,0.0018706420886870356,Random Forest,No county,Avg(sensitivity + specificity),Bal. Accu.,"Random Forest, No county",10,"Random Forest, No county","Random Forest, No county"
random_forest,noucr,bayes_tune,bal_accuracy,binary,5,2,0.8137625893582732,0.8127653682771854,0.8148148415355332,8.569359500385066e-4,0.0020494732583478115,Random Forest,No contributing causes,Avg(sensitivity + specificity),Bal. Accu.,"Random Forest, No contributing causes",11,"Random Forest, No contributing causes","Random Forest, No contributing causes"
random_forest,naive,bayes_tune,bal_accuracy,binary,5,2,0.8139582421929653,0.8128294561761252,0.8152389506577162,9.866304696388652e-4,0.0024094944815910013,Random Forest,All covariates,Avg(sensitivity + specificity),Bal. Accu.,"Random Forest, All covariates",12,"Random Forest, All covariates","Random Forest, All covariates"
logistic_elasticnet,nocountynoucr,bayes_tune,bal_accuracy,binary,5,2,0.7828715380313459,0.7815449939136692,0.7840537330596089,0.001135247627425253,0.0025087391459397423,Logistic (ElasticNet),"No county, no contributing cause",Avg(sensitivity + specificity),Bal. Accu.,"Logistic (ElasticNet), No county, no contributing cause",13,"Logistic (ElasticNet), No county, no contributing cause","Logistic (ElasticNet), No county, no contributing cause"
logistic_elasticnet,nocounty,bayes_tune,bal_accuracy,binary,5,2,0.7828887189384327,0.7815315565624399,0.7840786086189799,0.0011521101154786707,0.0025470520565400445,Logistic (ElasticNet),No county,Avg(sensitivity + specificity),Bal. Accu.,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,bal_accuracy,binary,5,2,0.786437940476628,0.785474116090316,0.7878338773688114,0.001045942613754993,0.0023597612784953537,Logistic (ElasticNet),No contributing causes,Avg(sensitivity + specificity),Bal. Accu.,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,bal_accuracy,binary,5,2,0.786421032084783,0.7853493566630372,0.7876266198136279,0.0010175452891532759,0.002277263150590736,Logistic (ElasticNet),All covariates,Avg(sensitivity + specificity),Bal. Accu.,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
xgboost,nocountynoucr,bayes_tune,average_precision,binary,5,2,0.8208216078417704,0.8187137296646058,0.8227475905203578,0.0014552396250174435,0.0040338608557520805,XGBoost,"No county, no contributing cause",Average precision,Avg. Prec.,"XGBoost, No county, no contributing cause",1,"XGBoost, No county, no contributing cause","XGBoost, No county, no contributing cause"
xgboost,nocounty,bayes_tune,average_precision,binary,5,2,0.8212377636936895,0.819964029066518,0.8239388537813398,0.001551001425056014,0.003974824714821801,XGBoost,No county,Average precision,Avg. Prec.,"XGBoost, No county",2,"XGBoost, No county","XGBoost, No county"
xgboost,noucr,bayes_tune,average_precision,binary,5,2,0.820119355208688,0.8187698601236839,0.8215836834053306,0.0010387854528581368,0.002813823281646699,XGBoost,No contributing causes,Average precision,Avg. Prec.,"XGBoost, No contributing causes",3,"XGBoost, No contributing causes","XGBoost, No contributing causes"
xgboost,naive,bayes_tune,average_precision,binary,5,2,0.8194296014446876,0.8178690685300604,0.82236734667245,0.0017483088309480485,0.004498278142389678,XGBoost,All covariates,Average precision,Avg. Prec.,"XGBoost, All covariates",4,"XGBoost, All covariates","XGBoost, All covariates"
lightgbm,nocountynoucr,bayes_tune,average_precision,binary,5,2,0.8166584604190349,0.8156711527634272,0.8189252301114394,0.0012915992992976238,0.0032540773480121965,LightGBM,"No county, no contributing cause",Average precision,Avg. Prec.,"LightGBM, No county, no contributing cause",5,"LightGBM, No county, no contributing cause","LightGBM, No county, no contributing cause"
lightgbm,nocounty,bayes_tune,average_precision,binary,5,2,0.8168372438936801,0.8154776080526396,0.8195397704982753,0.001580468609645212,0.004062162445635731,LightGBM,No county,Average precision,Avg. Prec.,"LightGBM, No county",6,"LightGBM, No county","LightGBM, No county"
lightgbm,noucr,bayes_tune,average_precision,binary,5,2,0.8133798968160693,0.8125533625463545,0.8157018783150158,0.0013079288287424827,0.003148515768661375,LightGBM,No contributing causes,Average precision,Avg. Prec.,"LightGBM, No contributing causes",7,"LightGBM, No contributing causes","LightGBM, No contributing causes"
lightgbm,naive,bayes_tune,average_precision,binary,5,2,0.8119808312547186,0.810836182741277,0.8144498387598897,0.0014763795989478563,0.003613656018612743,LightGBM,All covariates,Average precision,Avg. Prec.,"LightGBM, All covariates",8,"LightGBM, All covariates","LightGBM, All covariates"
random_forest,nocountynoucr,bayes_tune,average_precision,binary,5,2,0.809756420168396,0.808856739805988,0.8106009482288593,6.808163823309281e-4,0.0017442084228712629,Random Forest,"No county, no contributing cause",Average precision,Avg. Prec.,"Random Forest, No county, no contributing cause",9,"Random Forest, No county, no contributing cause","Random Forest, No county, no contributing cause"
random_forest,nocounty,bayes_tune,average_precision,binary,5,2,0.8102849624322025,0.8083360130983304,0.8128332126139739,0.0017429659396699263,0.004497199515643535,Random Forest,No county,Average precision,Avg. Prec.,"Random Forest, No county",10,"Random Forest, No county","Random Forest, No county"
random_forest,noucr,bayes_tune,average_precision,binary,5,2,0.8103791549630659,0.808879752247762,0.8130012593246239,0.0016974174332049295,0.0041215070768618745,Random Forest,No contributing causes,Average precision,Avg. Prec.,"Random Forest, No contributing causes",11,"Random Forest, No contributing causes","Random Forest, No contributing causes"
random_forest,naive,bayes_tune,average_precision,binary,5,2,0.8103217816798914,0.8084479807253092,0.8129330887493125,0.0016647694714893501,0.004485108024003259,Random Forest,All covariates,Average precision,Avg. Prec.,"Random Forest, All covariates",12,"Random Forest, All covariates","Random Forest, All covariates"
logistic_elasticnet,nocountynoucr,bayes_tune,average_precision,binary,5,2,0.7589159769339917,0.7570744482941171,0.7611118548204605,0.001549422453227491,0.0040374065263434344,Logistic (ElasticNet),"No county, no contributing cause",Average precision,Avg. Prec.,"Logistic (ElasticNet), No county, no contributing cause",13,"Logistic (ElasticNet), No county, no contributing cause","Logistic (ElasticNet), No county, no contributing cause"
logistic_elasticnet,nocounty,bayes_tune,average_precision,binary,5,2,0.7589413264151952,0.7571143710575051,0.7611474883396622,0.0015638329304144766,0.0040331172821570505,Logistic (ElasticNet),No county,Average precision,Avg. Prec.,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,average_precision,binary,5,2,0.7614168891356047,0.7597307997039037,0.7642034962535232,0.001776324138332967,0.00447269654961957,Logistic (ElasticNet),No contributing causes,Average precision,Avg. Prec.,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,average_precision,binary,5,2,0.7614882171524702,0.7596402643204958,0.7641248655336698,0.0017449521079648427,0.0044846012131739554,Logistic (ElasticNet),All covariates,Average precision,Avg. Prec.,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
xgboost,nocountynoucr,bayes_tune,gain_capture,binary,5,2,0.7935971739476737,0.79283022534635506,0.7948346597020683,0.0010064920444073113,0.0020044343557132915,XGBoost,"No county, no contributing cause",Accuracy ratio,Accu. ratio,"XGBoost, No county, no contributing cause",1,"XGBoost, No county, no contributing cause","XGBoost, No county, no contributing cause"
xgboost,nocounty,bayes_tune,gain_capture,binary,5,2,0.7939137382849165,0.7923174061399294,0.7962430606970153,0.001646765342398768,0.003925654557085934,XGBoost,No county,Accuracy ratio,Accu. ratio,"XGBoost, No county",2,"XGBoost, No county","XGBoost, No county"
xgboost,noucr,bayes_tune,gain_capture,binary,5,1,0.792621543830763,0.7914856466920377,0.7933068286353978,7.216387469180082e-4,0.0018211819433601173,XGBoost,No contributing causes,Accuracy ratio,Accu. ratio,"XGBoost, No contributing causes",3,"XGBoost, No contributing causes","XGBoost, No contributing causes"
xgboost,naive,bayes_tune,gain_capture,binary,5,2,0.7917351043848799,0.7890500592389232,0.7937939394329618,0.0018767351731489065,0.004743880194038597,XGBoost,All covariates,Accuracy ratio,Accu. ratio,"XGBoost, All covariates",4,"XGBoost, All covariates","XGBoost, All covariates"
lightgbm,nocountynoucr,bayes_tune,gain_capture,binary,5,2,0.7880012541104888,0.7863078315117688,0.7897713554702238,0.0013457645844986246,0.0034635239584550614,LightGBM,"No county, no contributing cause",Accuracy ratio,Accu. ratio,"LightGBM, No county, no contributing cause",5,"LightGBM, No county, no contributing cause","LightGBM, No county, no contributing cause"
lightgbm,nocounty,bayes_tune,gain_capture,binary,5,2,0.7882424543029662,0.786947939875856,0.7905169899972891,0.0014268230766149904,0.0035690501214331594,LightGBM,No county,Accuracy ratio,Accu. ratio,"LightGBM, No county",6,"LightGBM, No county","LightGBM, No county"
lightgbm,noucr,bayes_tune,gain_capture,binary,5,2,0.7844791445953867,0.7830844141112817,0.7862481749572067,0.0013100572558495205,0.0031637608459249567,LightGBM,No contributing causes,Accuracy ratio,Accu. ratio,"LightGBM, No contributing causes",7,"LightGBM, No contributing causes","LightGBM, No contributing causes"
lightgbm,naive,bayes_tune,gain_capture,binary,5,2,0.7832459614599697,0.7811732015288195,0.7850892402671198,0.0015352747035709512,0.003916038738300265,LightGBM,All covariates,Accuracy ratio,Accu. ratio,"LightGBM, All covariates",8,"LightGBM, All covariates","LightGBM, All covariates"
random_forest,nocountynoucr,bayes_tune,gain_capture,binary,5,1,0.7803061446943053,0.7788384804076416,0.7811847077734171,9.375624492766262e-4,0.0023462273657754995,Random Forest,"No county, no contributing cause",Accuracy ratio,Accu. ratio,"Random Forest, No county, no contributing cause",9,"Random Forest, No county, no contributing cause","Random Forest, No county, no contributing cause"
random_forest,nocounty,bayes_tune,gain_capture,binary,5,2,0.780986880775493,0.7793742933907962,0.7826258690259358,0.0011553877838921286,0.0032515756351395586,Random Forest,No county,Accuracy ratio,Accu. ratio,"Random Forest, No county",10,"Random Forest, No county","Random Forest, No county"
random_forest,noucr,bayes_tune,gain_capture,binary,5,2,0.7814129679332135,0.7799386763699186,0.7830789959874082,0.0011185252120081643,0.0031403196174895065,Random Forest,No contributing causes,Accuracy ratio,Accu. ratio,"Random Forest, No contributing causes",11,"Random Forest, No contributing causes","Random Forest, No contributing causes"
random_forest,naive,bayes_tune,gain_capture,binary,5,2,0.7814249760514758,0.7800209576530087,0.7832070023784001,0.0011666337462469141,0.0031860447253914126,Random Forest,All covariates,Accuracy ratio,Accu. ratio,"Random Forest, All covariates",12,"Random Forest, All covariates","Random Forest, All covariates"
logistic_elasticnet,nocountynoucr,bayes_tune,gain_capture,binary,5,2,0.7187823499493583,0.7165248394164879,0.7212823276352636,0.001840092953969741,0.004757488218775641,Logistic (ElasticNet),"No county, no contributing cause",Accuracy ratio,Accu. ratio,"Logistic (ElasticNet), No county, no contributing cause",13,"Logistic (ElasticNet), No county, no contributing cause","Logistic (ElasticNet), No county, no contributing cause"
logistic_elasticnet,nocounty,bayes_tune,gain_capture,binary,5,2,0.7188192984876517,0.7164913297136066,0.7213311887660048,0.0018521458176849843,0.004839859052398143,Logistic (ElasticNet),No county,Accuracy ratio,Accu. ratio,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,gain_capture,binary,5,2,0.725915020240205,0.7234792214333625,0.7287318240675233,0.001972689828034847,0.00525260263416083,Logistic (ElasticNet),No contributing causes,Accuracy ratio,Accu. ratio,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,gain_capture,binary,5,2,0.725987177338711,0.7236882109704793,0.7286459229553717,0.001876734470090549,0.004957711984892366,Logistic (ElasticNet),All covariates,Accuracy ratio,Accu. ratio,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
xgboost,nocountynoucr,bayes_tune,pr_auc,binary,5,2,0.8208205861270422,0.8187126177189409,0.8227465900804686,0.0014552839962351087,0.0040339723615276935,XGBoost,"No county, no contributing cause",AUC Precision-Recall,AUC PR,"XGBoost, No county, no contributing cause",1,"XGBoost, No county, no contributing cause","XGBoost, No county, no contributing cause"
xgboost,nocounty,bayes_tune,pr_auc,binary,5,2,0.8212367481323662,0.8199629705796697,0.8239378095241129,0.001550992349138334,0.003974838944443171,XGBoost,No county,AUC Precision-Recall,AUC PR,"XGBoost, No county",2,"XGBoost, No county","XGBoost, No county"
xgboost,noucr,bayes_tune,pr_auc,binary,5,2,0.8201183052153609,0.8187687150318065,0.8215825984313575,0.001038807042657232,0.0028138833995510204,XGBoost,No contributing causes,AUC Precision-Recall,AUC PR,"XGBoost, No contributing causes",3,"XGBoost, No contributing causes","XGBoost, No contributing causes"
xgboost,naive,bayes_tune,pr_auc,binary,5,2,0.819428549396605,0.8178680016457777,0.8223662919553612,0.0017483110692261047,0.004498290309583486,XGBoost,All covariates,AUC Precision-Recall,AUC PR,"XGBoost, All covariates",4,"XGBoost, All covariates","XGBoost, All covariates"
lightgbm,nocountynoucr,bayes_tune,pr_auc,binary,5,2,0.8166573566461823,0.8156700243327234,0.8189240507952846,0.0012915635616760621,0.0032540264625612325,LightGBM,"No county, no contributing cause",AUC Precision-Recall,AUC PR,"LightGBM, No county, no contributing cause",5,"LightGBM, No county, no contributing cause","LightGBM, No county, no contributing cause"
lightgbm,nocounty,bayes_tune,pr_auc,binary,5,2,0.8168360716560703,0.8154764052922172,0.8195383591721007,0.0015803553658849897,0.004061953879883506,LightGBM,No county,AUC Precision-Recall,AUC PR,"LightGBM, No county",6,"LightGBM, No county","LightGBM, No county"
lightgbm,noucr,bayes_tune,pr_auc,binary,5,2,0.8133787288830314,0.8125520831681755,0.8157007779437582,0.0013079738035532518,0.003148694775582661,LightGBM,No contributing causes,AUC Precision-Recall,AUC PR,"LightGBM, No contributing causes",7,"LightGBM, No contributing causes","LightGBM, No contributing causes"
lightgbm,naive,bayes_tune,pr_auc,binary,5,2,0.8119796226621959,0.8108349064833281,0.814448636301475,0.0014763986789516964,0.0036137298181468935,LightGBM,All covariates,AUC Precision-Recall,AUC PR,"LightGBM, All covariates",8,"LightGBM, All covariates","LightGBM, All covariates"
random_forest,nocountynoucr,bayes_tune,pr_auc,binary,5,2,0.8097549688872859,0.8088546175442003,0.8105995959633189,6.810540875339342e-4,0.0017449784191185813,Random Forest,"No county, no contributing cause",AUC Precision-Recall,AUC PR,"Random Forest, No county, no contributing cause",9,"Random Forest, No county, no contributing cause","Random Forest, No county, no contributing cause"
random_forest,nocounty,bayes_tune,pr_auc,binary,5,2,0.8102835039691161,0.8083340148613918,0.8128318720622282,0.0017431619813006644,0.004497857200836397,Random Forest,No county,AUC Precision-Recall,AUC PR,"Random Forest, No county",10,"Random Forest, No county","Random Forest, No county"
random_forest,noucr,bayes_tune,pr_auc,binary,5,2,0.8103778038811037,0.8088784643180269,0.8129997090411041,0.001697336135149879,0.004121244723077178,Random Forest,No contributing causes,AUC Precision-Recall,AUC PR,"Random Forest, No contributing causes",11,"Random Forest, No contributing causes","Random Forest, No contributing causes"
random_forest,naive,bayes_tune,pr_auc,binary,5,2,0.8103203630755754,0.8084462879343784,0.8129316204336646,0.0016648233054986264,0.0044853324992861765,Random Forest,All covariates,AUC Precision-Recall,AUC PR,"Random Forest, All covariates",12,"Random Forest, All covariates","Random Forest, All covariates"
logistic_elasticnet,nocountynoucr,bayes_tune,pr_auc,binary,5,2,0.7589121628720206,0.7570712779623212,0.761107699397551,0.0015491203152999103,0.004036421435229753,Logistic (ElasticNet),"No county, no contributing cause",AUC Precision-Recall,AUC PR,"Logistic (ElasticNet), No county, no contributing cause",13,"Logistic (ElasticNet), No county, no contributing cause","Logistic (ElasticNet), No county, no contributing cause"
logistic_elasticnet,nocounty,bayes_tune,pr_auc,binary,5,2,0.7589373890715987,0.7571111146835613,0.7611433969186135,0.0015636475094940407,0.004032282235052254,Logistic (ElasticNet),No county,AUC Precision-Recall,AUC PR,"Logistic (ElasticNet), No county",14,"Logistic (ElasticNet), No county","Logistic (ElasticNet), No county"
logistic_elasticnet,noucr,bayes_tune,pr_auc,binary,5,2,0.7614131360837133,0.7597276504073422,0.7642001002076229,0.0017762864746023444,0.004472449800280609,Logistic (ElasticNet),No contributing causes,AUC Precision-Recall,AUC PR,"Logistic (ElasticNet), No contributing causes",15,"Logistic (ElasticNet), No contributing causes","Logistic (ElasticNet), No contributing causes"
logistic_elasticnet,naive,bayes_tune,pr_auc,binary,5,2,0.7614845065900369,0.759637336315395,0.7641212097015531,0.0017446689398469104,0.004483873386158077,Logistic (ElasticNet),All covariates,AUC Precision-Recall,AUC PR,"Logistic (ElasticNet), All covariates",16,"Logistic (ElasticNet), All covariates","Logistic (ElasticNet), All covariates"
