fips,reporting_ratio,reporting_ratio_lower,reporting_ratio_upper,color
51005,0.7088607594936709,0.6075949367088608,0.9746835443037974,#006837
51007,0.5517241379310345,0.2413793103448276,1.3448275862068966,#006837
51009,0.52,0.36,0.84,#006837
51011,1.1578947368421053,0.6842105263157895,1.9473684210526316,#FDAE61
51013,1.3252032520325203,1.151761517615176,1.5121951219512195,#F46D43
51015,1.3346938775510204,1.1387755102040817,1.5714285714285714,#F46D43
51017,0.5333333333333333,0.4666666666666667,0.8666666666666667,#006837
51019,0.625,0.4,1.125,#006837
51021,0.5384615384615384,0.38461538461538464,0.8461538461538461,#006837
51023,1.4705882352941178,0.8235294117647058,3.0588235294117645,#F46D43
51025,1.1764705882352942,0.9411764705882353,1.6470588235294117,#FDAE61
51027,0.6410256410256411,0.48717948717948717,0.9487179487179487,#006837
51029,1.125,0.4375,2.0625,#FDAE61
51031,0.8,0.6615384615384615,1.1384615384615384,#66BD63
51033,1.0476190476190477,0.5714285714285714,2.0952380952380953,#FDAE61
51035,0.7727272727272727,0.38636363636363635,1.4545454545454546,#66BD63
51036,3,1.5,5.5,#A50026
51037,1.2,0.9,1.9,#FDAE61
51041,1.2028985507246377,1.0372670807453417,1.443064182194617,#FDAE61
51043,0.7857142857142857,0.6428571428571429,1.0714285714285714,#66BD63
51045,1.368421052631579,1,2.0526315789473686,#F46D43
51047,1.1063829787234043,0.9361702127659575,1.372340425531915,#FDAE61
51049,1.8,1.2,2.6,#D73027
51051,1.2857142857142858,0.8571428571428571,2.7857142857142856,#F46D43
51053,1.75,0.5,4.25,#D73027
51057,1.6,1.3,2.1333333333333333,#F46D43
51059,1.1656165616561656,1.0477047704770477,1.278127812781278,#FDAE61
51061,0.5949367088607594,0.5316455696202531,0.7468354430379747,#006837
51063,0.8780487804878049,0.7560975609756098,1.0731707317073171,#66BD63
51065,1.1875,0.625,2.875,#FDAE61
51067,1,0.9025974025974026,1.1883116883116882,#FDAE61
51069,0.6274509803921569,0.37254901960784315,1.0392156862745099,#006837
51071,1.588235294117647,1.2352941176470589,2.1176470588235294,#F46D43
51073,1.2260869565217392,1.017391304347826,1.5913043478260869,#FDAE61
51075,1.1666666666666667,0.3333333333333333,3.1666666666666665,#FDAE61
51077,0.5454545454545454,0.3181818181818182,1.0454545454545454,#006837
51079,1.0714285714285714,0.75,1.5714285714285714,#FDAE61
51081,1,0.7777777777777778,1.4444444444444444,#FDAE61
51083,1.051094890510949,0.8978102189781022,1.3503649635036497,#FDAE61
51085,0.9841269841269841,0.9470899470899471,1.0476190476190477,#66BD63
51087,0.9799777530589544,0.8887652947719689,1.074527252502781,#66BD63
51089,0.975,0.65,1.575,#66BD63
51091,0.75,0.5,1.25,#66BD63
51093,0.6896551724137931,0.4827586206896552,1.1724137931034482,#006837
51095,0.9384615384615385,0.8,1.2153846153846153,#66BD63
51097,2,0,5,#D73027
51099,1.0769230769230769,0.7692307692307693,1.5384615384615385,#FDAE61
51101,0.8571428571428571,0.42857142857142855,2.5714285714285716,#66BD63
51103,0.65,0.55,0.9,#006837
51105,0.5238095238095238,0.3333333333333333,0.9523809523809523,#006837
51107,0.7759197324414716,0.6187290969899666,1.0301003344481605,#66BD63
51109,1.1428571428571428,0.6428571428571429,2.2857142857142856,#FDAE61
51111,1,0.6,2.2,#FDAE61
51113,0.75,0.5,1.5,#66BD63
51115,1.1666666666666667,0.6666666666666666,2.0833333333333335,#FDAE61
51117,0.7613636363636364,0.7045454545454546,0.8636363636363636,#66BD63
51119,0.5217391304347826,0.34782608695652173,0.7391304347826086,#006837
51121,0.9090909090909091,0.8803827751196173,0.9425837320574163,#66BD63
51125,1.6,0.6,2.8,#F46D43
51127,1.625,0.875,3.375,#F46D43
51131,0.2916666666666667,0.16666666666666666,0.5,#006837
51133,0.8,0.4,2,#66BD63
51135,0.84375,0.46875,1.875,#66BD63
51137,1.2105263157894737,0.5789473684210527,2.0526315789473686,#FDAE61
51139,1.303030303030303,0.8333333333333334,2.0303030303030303,#F46D43
51141,0.5,0.375,0.75,#006837
51143,1.103448275862069,0.6551724137931034,1.8275862068965518,#FDAE61
51145,1.1428571428571428,0.7142857142857143,2.5714285714285716,#FDAE61
51147,1.2391304347826086,1.0217391304347827,1.5869565217391304,#FDAE61
51149,1.4,1,2.1,#F46D43
51153,1.185595567867036,1.0470914127423823,1.4016620498614958,#FDAE61
51155,1.1264367816091954,0.9080459770114943,1.4827586206896552,#FDAE61
51157,1.263157894736842,1,1.6842105263157894,#F46D43
51159,0.7,0.5,1.3,#006837
51161,0.9661016949152542,0.7627118644067796,1.3389830508474576,#66BD63
51163,1.0056179775280898,0.9662921348314607,1.0646067415730338,#FDAE61
51165,1.0101010101010102,0.9562289562289562,1.0909090909090908,#FDAE61
51167,1.7878787878787878,1.0909090909090908,2.9696969696969697,#D73027
51169,0.7692307692307693,0.46153846153846156,1.3076923076923077,#66BD63
51171,0.7790697674418605,0.6569767441860465,1.0406976744186047,#66BD63
51173,1.1290322580645162,0.7096774193548387,1.7096774193548387,#FDAE61
51175,0.5,0.05555555555555555,1.6111111111111112,#006837
51177,0.8313253012048193,0.6867469879518072,1.0602409638554218,#66BD63
51179,1.101123595505618,0.9775280898876404,1.3370786516853932,#FDAE61
51181,0.5,0.5,2,#006837
51183,0.9523809523809523,0.7142857142857143,1.5714285714285714,#66BD63
51185,1.0388349514563107,0.9223300970873787,1.2135922330097086,#FDAE61
51187,0.9032258064516129,0.6451612903225806,1.3387096774193548,#66BD63
51191,1.010752688172043,0.9301075268817204,1.1666666666666667,#FDAE61
51193,0.5454545454545454,0.2727272727272727,1.1818181818181819,#006837
51195,0.8739495798319328,0.7478991596638656,1.1260504201680672,#66BD63
51197,1.0222222222222221,0.7222222222222222,1.4666666666666666,#FDAE61
51199,0.9541284403669725,0.8715596330275229,1.1192660550458715,#66BD63
51510,1.0758293838862558,0.9715639810426541,1.2180094786729858,#FDAE61
51520,0.5,0.3,0.8,#006837
51530,0.7647058823529411,0.35294117647058826,1.0588235294117647,#66BD63
51540,0.9163179916317992,0.9037656903765691,0.9288702928870293,#66BD63
51550,1,0.9419354838709677,1.1161290322580646,#FDAE61
51570,0.5428571428571428,0.34285714285714286,1,#006837
51580,1.25,0.75,2.5,#F46D43
51590,1.0517241379310345,0.9353448275862069,1.2241379310344827,#FDAE61
51595,0.8387096774193549,0.7096774193548387,1.2903225806451613,#66BD63
51600,0.7407407407407407,0.37037037037037035,1.2962962962962963,#006837
51610,0.7,0.3,1.3,#006837
51620,1.0175438596491229,0.8070175438596491,1.5964912280701755,#FDAE61
51630,0.995575221238938,0.9734513274336283,1.0353982300884956,#66BD63
51640,1,0.8469387755102041,1.2244897959183674,#FDAE61
51650,0.8680851063829788,0.8212765957446808,0.9744680851063829,#66BD63
51660,0.56,0.32,1.02,#006837
51670,1.0222222222222221,0.8740740740740741,1.2740740740740741,#FDAE61
51678,0.6363636363636364,0.45454545454545453,0.8636363636363636,#006837
51680,1.2979066022544283,1.2028985507246377,1.394524959742351,#F46D43
51683,1.0394736842105263,0.9868421052631579,1.105263157894737,#FDAE61
51685,1.5,0.5,2.5,#F46D43
51690,0.902127659574468,0.8723404255319149,0.9659574468085106,#66BD63
51700,0.8955916473317865,0.8700696055684455,0.9791183294663574,#66BD63
51710,0.9369527145359019,0.9264448336252189,0.957968476357268,#66BD63
51720,1.25,1,1.625,#F46D43
51730,0.969811320754717,0.9509433962264151,1.0264150943396226,#66BD63
51735,0.6,0.2,1.6,#006837
51740,0.9354838709677419,0.8870967741935484,1.0524193548387097,#66BD63
51750,0.8,0.3333333333333333,1.4,#66BD63
51760,0.9363354037267081,0.9177018633540373,0.968944099378882,#66BD63
51770,0.8711256117455138,0.8515497553017944,0.9102773246329527,#66BD63
51775,0.9188191881918819,0.8966789667896679,0.9520295202952029,#66BD63
51790,0.20833333333333334,0.125,0.4166666666666667,#006837
51800,1.0207715133531157,0.9258160237388724,1.1454005934718101,#FDAE61
51810,1.1111111111111112,1.0041928721174005,1.2767295597484276,#FDAE61
51820,0.5333333333333333,0.26666666666666666,1.0666666666666667,#006837
51830,0.5,0.5,1.25,#006837
51840,1.2773109243697478,1.1680672268907564,1.4061624649859943,#F46D43
53001,1.2608695652173914,0.9565217391304348,1.9130434782608696,#F46D43
53003,1.2285714285714286,1,1.457142857142857,#FDAE61
53005,0.9882121807465619,0.9508840864440079,1.0392927308447937,#66BD63
53007,0.9215686274509803,0.8862745098039215,0.9725490196078431,#66BD63
53009,0.9230769230769231,0.7564102564102564,1.1794871794871795,#66BD63
53011,0.9952456418383518,0.9746434231378764,1.0253565768621236,#66BD63
53013,1.0357142857142858,0.9285714285714286,1.2142857142857142,#FDAE61
53015,0.9795918367346939,0.9132653061224489,1.0612244897959184,#66BD63
53017,0.8947368421052632,0.5789473684210527,1.3157894736842106,#66BD63
53019,0.85,0.8,1.1,#66BD63
53021,1.204724409448819,0.9763779527559056,1.763779527559055,#FDAE61
53023,0.5,0,2,#006837
53025,1.0924369747899159,0.957983193277311,1.2941176470588236,#FDAE61
53027,0.9285714285714286,0.8839285714285714,0.9821428571428571,#66BD63
53029,0.4827586206896552,0.41379310344827586,0.5862068965517241,#006837
53031,0.5714285714285714,0.5,0.7857142857142857,#006837
53033,0.911805236564079,0.8828663298116675,0.9650895728066146,#66BD63
53035,0.8222222222222222,0.7955555555555556,0.8577777777777778,#66BD63
53037,0.631578947368421,0.543859649122807,0.8596491228070176,#006837
53039,1,0.8666666666666667,1.3333333333333333,#FDAE61
53041,1.0166666666666666,0.85,1.2333333333333334,#FDAE61
53043,0.8461538461538461,0.8461538461538461,1.0769230769230769,#66BD63
53045,1.3508771929824561,0.8421052631578947,2.3333333333333335,#F46D43
53047,0.6071428571428571,0.44642857142857145,0.8571428571428571,#006837
53049,1.1111111111111112,0.8333333333333334,1.5,#FDAE61
53051,0.9692307692307692,0.9307692307692308,1.0538461538461539,#66BD63
53053,0.8980836236933798,0.882404181184669,0.9155052264808362,#66BD63
53055,0.8461538461538461,0.7692307692307693,1.0384615384615385,#66BD63
53057,0.8387096774193549,0.8064516129032258,0.864516129032258,#66BD63
53059,0.7142857142857143,0.7142857142857143,0.8571428571428571,#006837
53061,0.9124629080118695,0.8902077151335311,0.9406528189910979,#66BD63
53063,0.7991735537190082,0.7859504132231405,0.8181818181818182,#66BD63
53065,0.8181818181818182,0.7402597402597403,0.948051948051948,#66BD63
53067,0.9184782608695652,0.8994565217391305,0.9402173913043478,#66BD63
53069,1,0.8571428571428571,1.380952380952381,#FDAE61
53071,0.9347826086956522,0.9021739130434783,1.0108695652173914,#66BD63
53073,0.8722466960352423,0.8237885462555066,0.9295154185022027,#66BD63
53075,0.6785714285714286,0.5714285714285714,0.9642857142857143,#006837
53077,1.0453020134228188,0.924496644295302,1.2063758389261745,#FDAE61
54001,1.0579710144927537,0.927536231884058,1.2318840579710144,#FDAE61
54003,1.0980392156862746,1.0156862745098039,1.2627450980392156,#FDAE61
54005,1.2413793103448276,0.6896551724137931,2.586206896551724,#FDAE61
54007,0.7391304347826086,0.5217391304347826,1.565217391304348,#006837
54009,1.1575342465753424,1.0136986301369864,1.3493150684931507,#FDAE61
54011,0.9450800915331807,0.9244851258581236,0.9839816933638444,#66BD63
54013,1.1666666666666667,0.8333333333333334,2.388888888888889,#FDAE61
54015,1.8333333333333333,1,5.166666666666667,#D73027
54017,1,1,3.5,#FDAE61
54019,0.7755102040816326,0.6224489795918368,1.1224489795918366,#66BD63
54021,2.142857142857143,1.4285714285714286,3.142857142857143,#D73027
54023,0.8846153846153846,0.75,1.0576923076923077,#66BD63
54025,1.0932203389830508,0.8983050847457628,1.4067796610169492,#FDAE61
54027,0.9333333333333333,0.6333333333333333,1.7666666666666666,#66BD63
54029,1.3829787234042554,0.9574468085106383,2.276595744680851,#F46D43
54031,0.7894736842105263,0.42105263157894735,1.4736842105263157,#66BD63
54033,1.0036231884057971,0.9347826086956522,1.1014492753623188,#FDAE61
54035,1.148936170212766,0.8723404255319149,1.9148936170212767,#FDAE61
54037,1.6507936507936507,1.1428571428571428,2.3333333333333335,#F46D43
54039,1.0225464190981433,0.9602122015915119,1.110079575596817,#FDAE61
54041,1.625,1.2083333333333333,2.2083333333333335,#F46D43
54043,1.4857142857142858,0.8,3.057142857142857,#F46D43
54045,1.1194029850746268,0.9701492537313433,1.4104477611940298,#FDAE61
54047,1.3,0.7666666666666667,2.9,#F46D43
54049,1.4736842105263157,1.0701754385964912,2.2982456140350878,#F46D43
54051,1.288888888888889,0.9222222222222223,1.8555555555555556,#F46D43
54053,1,0.84,1.42,#FDAE61
54055,1.0056179775280898,0.9044943820224719,1.2134831460674158,#FDAE61
54057,0.8939393939393939,0.5454545454545454,1.5,#66BD63
54059,1,0.7941176470588235,1.5294117647058822,#FDAE61
54061,1.0466237942122187,1.0016077170418007,1.1205787781350482,#FDAE61
54063,0.6,0.4,1,#006837
54065,0.6774193548387096,0.3548387096774194,1.1935483870967742,#006837
